id;criterio;tipo;nota;justificativa;data_avaliacao
3473;"ser ""team player""";comportamental;7.5;responsável, porém inseguro;2023-04-29
3474;"ser ""team player""";execução;6.1;inovador, mas confuso;2023-04-25
3475;capacidade de aprender;comportamental;6.0;criativo, porém pouco claro;2023-04-15
3477;fazer mais com menos;comportamental;8.9;responsável, porém inseguro;2023-04-16
3479;resiliencia nas adversidades;execução;9.8;boa execução com erros pontuais;2023-04-20
3481;sentimento de dono;comportamental;10.0;reativo, falta proatividade;2023-03-27
3483;atender aos prazos;execução;7.7;cumpre prazos, mas sem iniciativa;2023-04-24
3484;organização no trabalho;comportamental;6.7;inovador, mas confuso;2023-04-10
3485;fazer mais com menos;execução;6.6;responsável, porém inseguro;2023-03-29
3486;resiliencia nas adversidades;comportamental;6.8;entrega consistente, mas falta comunicação;2023-04-11
3488;resiliencia nas adversidades;comportamental;9.4;trabalho em equipe precisa melhorar;2023-05-06
3489;pensar fora da caixa;comportamental;8.2;trabalho em equipe precisa melhorar;2023-04-11
3491;atender aos prazos;comportamental;9.2;organizado, mas às vezes desatento;2023-04-12
3492;"ser ""team player""";comportamental;9.0;criativo, porém pouco claro;2023-04-09
3493;entregar com qualidade;execução;8.0;reativo, falta proatividade;2023-04-01
3494;atender aos prazos;comportamental;9.1;boa execução com erros pontuais;2023-05-01
3495;atender aos prazos;execução;6.9;responsável, porém inseguro;2023-04-07
3496;"ser ""team player""";comportamental;7.4;inovador, mas confuso;2023-03-17
3497;resiliencia nas adversidades;execução;9.9;entrega consistente, mas falta comunicação;2023-03-26
3498;resiliencia nas adversidades;execução;6.7;entrega consistente, mas falta comunicação;2023-03-15
3500;capacidade de aprender;execução;6.1;aprende rápido, mas esquece feedbacks;2023-05-05
3501;sentimento de dono;comportamental;8.4;criativo, porém pouco claro;2023-05-01
3502;atender aos prazos;execução;8.5;boa execução com erros pontuais;2023-04-20
3503;"ser ""team player""";execução;6.1;entrega consistente, mas falta comunicação;2023-04-10
3505;"ser ""team player""";execução;8.0;cumpre prazos, mas sem iniciativa;2023-03-11
3506;resiliencia nas adversidades;comportamental;9.1;boa execução com erros pontuais;2023-03-31
3507;"ser ""team player""";comportamental;7.0;aprende rápido, mas esquece feedbacks;2023-03-30
3508;atender aos prazos;comportamental;9.6;boa execução com erros pontuais;2023-04-20
3510;organização no trabalho;execução;10.0;inovador, mas confuso;2023-04-22
3511;sentimento de dono;execução;9.4;boa execução com erros pontuais;2023-03-31
3512;"ser ""team player""";execução;9.8;organizado, mas às vezes desatento;2023-04-12
3513;capacidade de aprender;execução;8.3;cumpre prazos, mas sem iniciativa;2023-05-08
3514;resiliencia nas adversidades;comportamental;8.6;responsável, porém inseguro;2023-04-23
3515;sentimento de dono;comportamental;8.0;entrega consistente, mas falta comunicação;2023-04-30
3516;sentimento de dono;execução;10.0;aprende rápido, mas esquece feedbacks;2023-05-03
3517;sentimento de dono;execução;6.8;inovador, mas confuso;2023-03-17
3518;organização no trabalho;comportamental;10.0;organizado, mas às vezes desatento;2023-04-10
3519;fazer mais com menos;comportamental;7.0;boa execução com erros pontuais;2023-04-15
3521;entregar com qualidade;execução;10.0;entrega consistente, mas falta comunicação;2023-03-31
3522;organização no trabalho;comportamental;7.0;inovador, mas confuso;2023-03-29
3525;atender aos prazos;execução;7.6;aprende rápido, mas esquece feedbacks;2023-04-15
3526;"ser ""team player""";execução;9.4;trabalho em equipe precisa melhorar;2023-04-27
3527;atender aos prazos;comportamental;8.3;trabalho em equipe precisa melhorar;2023-04-03
3530;"ser ""team player""";execução;7.3;inovador, mas confuso;2023-03-18
3533;sentimento de dono;execução;6.0;organizado, mas às vezes desatento;2023-04-30
3534;atender aos prazos;comportamental;8.3;cumpre prazos, mas sem iniciativa;2023-03-17
3536;entregar com qualidade;execução;6.1;boa execução com erros pontuais;2023-04-03
3537;capacidade de aprender;execução;8.0;boa execução com erros pontuais;2023-03-31
3538;resiliencia nas adversidades;execução;7.0;responsável, porém inseguro;2023-04-10
3539;fazer mais com menos;comportamental;9.9;trabalho em equipe precisa melhorar;2023-04-14
3541;sentimento de dono;comportamental;7.4;inovador, mas confuso;2023-04-25
3542;atender aos prazos;execução;6.0;trabalho em equipe precisa melhorar;2023-04-18
3543;pensar fora da caixa;execução;9.0;responsável, porém inseguro;2023-03-15
3544;"ser ""team player""";execução;7.6;boa execução com erros pontuais;2023-04-21
3545;fazer mais com menos;execução;6.0;reativo, falta proatividade;2023-04-04
3546;resiliencia nas adversidades;execução;8.3;organizado, mas às vezes desatento;2023-04-06
3548;"ser ""team player""";comportamental;9.0;boa execução com erros pontuais;2023-04-17
3549;pensar fora da caixa;comportamental;8.8;entrega consistente, mas falta comunicação;2023-03-24
3551;fazer mais com menos;comportamental;10.0;aprende rápido, mas esquece feedbacks;2023-04-10
3552;pensar fora da caixa;comportamental;7.8;inovador, mas confuso;2023-04-15
3554;pensar fora da caixa;comportamental;6.7;aprende rápido, mas esquece feedbacks;2023-03-13
3555;resiliencia nas adversidades;execução;7.5;inovador, mas confuso;2023-03-22
3558;pensar fora da caixa;execução;9.0;trabalho em equipe precisa melhorar;2023-04-25
3559;pensar fora da caixa;comportamental;7.0;reativo, falta proatividade;2023-05-08
3561;"ser ""team player""";execução;7.0;cumpre prazos, mas sem iniciativa;2023-03-20
3562;fazer mais com menos;comportamental;8.2;trabalho em equipe precisa melhorar;2023-04-03
3565;organização no trabalho;comportamental;8.9;inovador, mas confuso;2023-04-10
3567;atender aos prazos;execução;6.0;responsável, porém inseguro;2023-04-19
3568;resiliencia nas adversidades;execução;9.1;cumpre prazos, mas sem iniciativa;2023-04-15
3569;"ser ""team player""";comportamental;8.0;trabalho em equipe precisa melhorar;2023-03-20
3571;organização no trabalho;comportamental;7.6;boa execução com erros pontuais;2023-04-08
3572;resiliencia nas adversidades;comportamental;10.0;criativo, porém pouco claro;2023-03-14
3573;resiliencia nas adversidades;comportamental;7.0;aprende rápido, mas esquece feedbacks;2023-05-08
3574;resiliencia nas adversidades;execução;6.5;trabalho em equipe precisa melhorar;2023-05-04
3575;organização no trabalho;execução;7.5;entrega consistente, mas falta comunicação;2023-03-26
3577;sentimento de dono;comportamental;8.6;entrega consistente, mas falta comunicação;2023-04-14
3578;atender aos prazos;comportamental;6.0;aprende rápido, mas esquece feedbacks;2023-04-14
3579;resiliencia nas adversidades;execução;7.4;inovador, mas confuso;2023-04-23
3580;fazer mais com menos;execução;8.0;boa execução com erros pontuais;2023-03-15
3582;sentimento de dono;comportamental;7.1;entrega consistente, mas falta comunicação;2023-04-11
3583;organização no trabalho;comportamental;8.5;trabalho em equipe precisa melhorar;2023-04-22
3584;capacidade de aprender;execução;7.0;organizado, mas às vezes desatento;2023-05-07
3585;"ser ""team player""";execução;8.7;cumpre prazos, mas sem iniciativa;2023-04-29
3586;pensar fora da caixa;comportamental;9.2;criativo, porém pouco claro;2023-04-18
3587;entregar com qualidade;comportamental;8.8;criativo, porém pouco claro;2023-04-05
3588;resiliencia nas adversidades;execução;6.8;entrega consistente, mas falta comunicação;2023-03-27
3589;fazer mais com menos;comportamental;7.2;reativo, falta proatividade;2023-04-26
3590;pensar fora da caixa;comportamental;9.6;entrega consistente, mas falta comunicação;2023-03-30
3591;pensar fora da caixa;comportamental;6.7;aprende rápido, mas esquece feedbacks;2023-04-26
3592;pensar fora da caixa;comportamental;6.0;criativo, porém pouco claro;2023-04-06
3593;pensar fora da caixa;execução;6.2;reativo, falta proatividade;2023-05-04
3596;resiliencia nas adversidades;execução;9.0;responsável, porém inseguro;2023-04-29
3597;resiliencia nas adversidades;comportamental;10.0;entrega consistente, mas falta comunicação;2023-03-29
3600;organização no trabalho;comportamental;6.7;entrega consistente, mas falta comunicação;2023-04-18
3601;"ser ""team player""";execução;8.2;responsável, porém inseguro;2023-04-18
3603;resiliencia nas adversidades;execução;6.4;entrega consistente, mas falta comunicação;2023-04-24
3604;organização no trabalho;execução;7.0;trabalho em equipe precisa melhorar;2023-05-04
3605;pensar fora da caixa;execução;8.2;responsável, porém inseguro;2023-04-28
3608;resiliencia nas adversidades;execução;6.8;aprende rápido, mas esquece feedbacks;2023-04-16
3610;organização no trabalho;execução;6.4;reativo, falta proatividade;2023-03-23
3612;resiliencia nas adversidades;execução;9.6;trabalho em equipe precisa melhorar;2023-04-14
3613;resiliencia nas adversidades;execução;8.0;organizado, mas às vezes desatento;2023-04-11
3614;fazer mais com menos;execução;6.6;reativo, falta proatividade;2023-03-24
3615;capacidade de aprender;comportamental;9.0;criativo, porém pouco claro;2023-04-13
3617;atender aos prazos;execução;9.7;boa execução com erros pontuais;2023-04-21
3618;entregar com qualidade;execução;7.5;inovador, mas confuso;2023-03-20
3619;pensar fora da caixa;execução;8.6;entrega consistente, mas falta comunicação;2023-05-03
3620;atender aos prazos;comportamental;8.0;inovador, mas confuso;2023-04-02
3621;"ser ""team player""";execução;10.0;trabalho em equipe precisa melhorar;2023-04-02
3622;fazer mais com menos;comportamental;8.5;reativo, falta proatividade;2023-04-29
3623;organização no trabalho;execução;10.0;trabalho em equipe precisa melhorar;2023-03-23
3625;entregar com qualidade;execução;6.8;entrega consistente, mas falta comunicação;2023-04-22
3626;"ser ""team player""";execução;9.8;entrega consistente, mas falta comunicação;2023-03-29
3627;capacidade de aprender;execução;10.0;criativo, porém pouco claro;2023-04-27
3628;organização no trabalho;comportamental;7.0;criativo, porém pouco claro;2023-03-12
3630;capacidade de aprender;execução;8.5;aprende rápido, mas esquece feedbacks;2023-04-27
3631;sentimento de dono;comportamental;8.7;trabalho em equipe precisa melhorar;2023-04-10
3632;capacidade de aprender;execução;8.2;responsável, porém inseguro;2023-04-11
3635;atender aos prazos;comportamental;8.5;inovador, mas confuso;2023-04-30
3636;pensar fora da caixa;execução;9.0;reativo, falta proatividade;2023-04-09
3638;atender aos prazos;comportamental;6.0;entrega consistente, mas falta comunicação;2023-04-25
3639;pensar fora da caixa;execução;6.0;entrega consistente, mas falta comunicação;2023-04-07
3640;resiliencia nas adversidades;comportamental;7.0;aprende rápido, mas esquece feedbacks;2023-03-21
3641;pensar fora da caixa;execução;6.0;entrega consistente, mas falta comunicação;2023-04-20
3643;fazer mais com menos;execução;9.7;inovador, mas confuso;2023-04-15
3644;entregar com qualidade;execução;10.0;boa execução com erros pontuais;2023-04-02
3648;entregar com qualidade;execução;10.0;aprende rápido, mas esquece feedbacks;2023-03-27
3649;fazer mais com menos;comportamental;9.0;cumpre prazos, mas sem iniciativa;2023-04-16
3650;entregar com qualidade;comportamental;9.8;reativo, falta proatividade;2023-05-06
3651;entregar com qualidade;comportamental;9.1;boa execução com erros pontuais;2023-05-08
3652;atender aos prazos;execução;7.2;reativo, falta proatividade;2023-03-31
3653;atender aos prazos;execução;9.8;boa execução com erros pontuais;2023-03-17
3654;organização no trabalho;comportamental;7.3;criativo, porém pouco claro;2023-04-14
3655;pensar fora da caixa;comportamental;9.0;inovador, mas confuso;2023-04-01
3656;entregar com qualidade;comportamental;9.9;responsável, porém inseguro;2023-03-26
3657;organização no trabalho;comportamental;9.7;inovador, mas confuso;2023-03-23
3659;entregar com qualidade;comportamental;7.0;cumpre prazos, mas sem iniciativa;2023-04-27
3661;pensar fora da caixa;comportamental;6.1;trabalho em equipe precisa melhorar;2023-05-01
3662;"ser ""team player""";comportamental;10.0;aprende rápido, mas esquece feedbacks;2023-05-04
3663;pensar fora da caixa;execução;8.0;entrega consistente, mas falta comunicação;2023-04-06
3664;capacidade de aprender;execução;8.7;entrega consistente, mas falta comunicação;2023-04-14
3665;sentimento de dono;comportamental;7.0;boa execução com erros pontuais;2023-03-27
3666;resiliencia nas adversidades;execução;9.3;reativo, falta proatividade;2023-05-09
3667;"ser ""team player""";comportamental;6.7;trabalho em equipe precisa melhorar;2023-04-17
3668;fazer mais com menos;comportamental;7.4;entrega consistente, mas falta comunicação;2023-04-20
3669;entregar com qualidade;execução;9.1;inovador, mas confuso;2023-03-22
3675;organização no trabalho;execução;10.0;responsável, porém inseguro;2023-04-08
3676;"ser ""team player""";comportamental;8.0;aprende rápido, mas esquece feedbacks;2023-04-18
3677;entregar com qualidade;comportamental;7.8;trabalho em equipe precisa melhorar;2023-05-03
3679;entregar com qualidade;execução;9.5;cumpre prazos, mas sem iniciativa;2023-03-11
3680;entregar com qualidade;comportamental;8.4;criativo, porém pouco claro;2023-03-17
3681;entregar com qualidade;comportamental;10.0;responsável, porém inseguro;2023-03-30
3684;entregar com qualidade;execução;8.8;entrega consistente, mas falta comunicação;2023-04-03
3685;"ser ""team player""";execução;7.0;reativo, falta proatividade;2023-04-14
3686;capacidade de aprender;comportamental;8.0;responsável, porém inseguro;2023-04-23
3689;sentimento de dono;comportamental;7.0;criativo, porém pouco claro;2023-04-03
3690;entregar com qualidade;execução;10.0;organizado, mas às vezes desatento;2023-04-06
3694;resiliencia nas adversidades;execução;7.2;entrega consistente, mas falta comunicação;2023-03-23
3695;"ser ""team player""";execução;6.4;boa execução com erros pontuais;2023-03-18
3697;pensar fora da caixa;execução;6.4;inovador, mas confuso;2023-03-14
3699;resiliencia nas adversidades;execução;8.8;trabalho em equipe precisa melhorar;2023-04-27
3700;sentimento de dono;execução;7.0;organizado, mas às vezes desatento;2023-04-02
3701;sentimento de dono;execução;10.0;organizado, mas às vezes desatento;2023-04-16
3704;resiliencia nas adversidades;execução;9.0;reativo, falta proatividade;2023-03-22
3705;fazer mais com menos;execução;7.0;responsável, porém inseguro;2023-04-30
3706;"ser ""team player""";execução;8.3;cumpre prazos, mas sem iniciativa;2023-03-26
3707;capacidade de aprender;comportamental;7.0;aprende rápido, mas esquece feedbacks;2023-03-28
3708;organização no trabalho;comportamental;9.8;criativo, porém pouco claro;2023-04-16
3709;sentimento de dono;comportamental;9.9;aprende rápido, mas esquece feedbacks;2023-05-09
3711;entregar com qualidade;execução;8.0;inovador, mas confuso;2023-04-04
3712;organização no trabalho;comportamental;9.4;reativo, falta proatividade;2023-04-04
3713;atender aos prazos;comportamental;7.9;reativo, falta proatividade;2023-04-22
3714;entregar com qualidade;execução;10.0;reativo, falta proatividade;2023-04-07
3716;organização no trabalho;execução;7.2;organizado, mas às vezes desatento;2023-03-24
3717;entregar com qualidade;execução;9.8;cumpre prazos, mas sem iniciativa;2023-03-12
3718;organização no trabalho;execução;8.6;boa execução com erros pontuais;2023-05-03
3719;resiliencia nas adversidades;execução;6.4;entrega consistente, mas falta comunicação;2023-03-10
3721;sentimento de dono;execução;7.7;trabalho em equipe precisa melhorar;2023-04-07
3723;organização no trabalho;execução;9.2;organizado, mas às vezes desatento;2023-04-01
3725;sentimento de dono;execução;9.5;responsável, porém inseguro;2023-04-26
3726;organização no trabalho;comportamental;10.0;trabalho em equipe precisa melhorar;2023-04-12
3727;entregar com qualidade;comportamental;10.0;criativo, porém pouco claro;2023-04-04
3728;organização no trabalho;comportamental;6.0;reativo, falta proatividade;2023-03-26
3729;fazer mais com menos;comportamental;7.8;inovador, mas confuso;2023-04-12
3730;sentimento de dono;execução;6.0;cumpre prazos, mas sem iniciativa;2023-03-24
3732;fazer mais com menos;comportamental;8.8;reativo, falta proatividade;2023-03-23
3733;fazer mais com menos;comportamental;6.4;trabalho em equipe precisa melhorar;2023-05-03
3734;pensar fora da caixa;execução;6.0;trabalho em equipe precisa melhorar;2023-03-28
3735;"ser ""team player""";execução;8.6;cumpre prazos, mas sem iniciativa;2023-05-09
3736;organização no trabalho;comportamental;9.0;boa execução com erros pontuais;2023-04-11
3738;organização no trabalho;comportamental;7.4;cumpre prazos, mas sem iniciativa;2023-04-15
3739;capacidade de aprender;execução;7.5;aprende rápido, mas esquece feedbacks;2023-04-25
3741;entregar com qualidade;comportamental;9.8;reativo, falta proatividade;2023-04-22
3742;capacidade de aprender;execução;8.0;inovador, mas confuso;2023-03-20
3743;resiliencia nas adversidades;comportamental;10.0;inovador, mas confuso;2023-05-06
3744;entregar com qualidade;comportamental;7.0;entrega consistente, mas falta comunicação;2023-05-05
3747;atender aos prazos;execução;9.1;boa execução com erros pontuais;2023-04-13
3748;organização no trabalho;comportamental;8.6;boa execução com erros pontuais;2023-04-21
3750;resiliencia nas adversidades;execução;7.4;criativo, porém pouco claro;2023-04-24
3751;resiliencia nas adversidades;comportamental;8.1;responsável, porém inseguro;2023-03-23
3752;fazer mais com menos;comportamental;9.0;cumpre prazos, mas sem iniciativa;2023-04-02
3753;pensar fora da caixa;comportamental;6.0;cumpre prazos, mas sem iniciativa;2023-03-27
3754;"ser ""team player""";execução;6.8;trabalho em equipe precisa melhorar;2023-04-28
3755;sentimento de dono;execução;8.6;trabalho em equipe precisa melhorar;2023-03-16
3756;fazer mais com menos;comportamental;9.0;entrega consistente, mas falta comunicação;2023-03-17
3758;sentimento de dono;execução;10.0;entrega consistente, mas falta comunicação;2023-03-19
3759;pensar fora da caixa;comportamental;8.0;boa execução com erros pontuais;2023-04-02
3760;fazer mais com menos;comportamental;8.7;trabalho em equipe precisa melhorar;2023-04-15
3762;entregar com qualidade;comportamental;6.0;organizado, mas às vezes desatento;2023-04-03
3763;sentimento de dono;comportamental;7.6;trabalho em equipe precisa melhorar;2023-04-12
3765;"ser ""team player""";execução;9.0;aprende rápido, mas esquece feedbacks;2023-04-13
3768;pensar fora da caixa;comportamental;10.0;aprende rápido, mas esquece feedbacks;2023-04-25
3769;fazer mais com menos;comportamental;9.0;inovador, mas confuso;2023-03-12
3770;entregar com qualidade;execução;7.1;reativo, falta proatividade;2023-04-22
3771;entregar com qualidade;execução;8.9;organizado, mas às vezes desatento;2023-04-24
3772;entregar com qualidade;execução;9.0;criativo, porém pouco claro;2023-04-13
3773;entregar com qualidade;comportamental;9.0;entrega consistente, mas falta comunicação;2023-03-31
3775;organização no trabalho;execução;9.5;responsável, porém inseguro;2023-04-07
3777;entregar com qualidade;execução;6.2;organizado, mas às vezes desatento;2023-04-03
3779;atender aos prazos;comportamental;6.6;aprende rápido, mas esquece feedbacks;2023-04-19
3780;sentimento de dono;execução;7.0;entrega consistente, mas falta comunicação;2023-03-27
3782;resiliencia nas adversidades;execução;8.0;aprende rápido, mas esquece feedbacks;2023-05-06
3786;capacidade de aprender;comportamental;9.3;responsável, porém inseguro;2023-04-17
3789;sentimento de dono;comportamental;6.7;inovador, mas confuso;2023-03-26
3790;fazer mais com menos;execução;6.6;organizado, mas às vezes desatento;2023-04-25
3791;"ser ""team player""";comportamental;6.3;reativo, falta proatividade;2023-04-04
3793;entregar com qualidade;comportamental;6.1;aprende rápido, mas esquece feedbacks;2023-05-01
3794;atender aos prazos;execução;7.3;organizado, mas às vezes desatento;2023-04-12
3796;capacidade de aprender;execução;7.1;inovador, mas confuso;2023-03-17
3797;organização no trabalho;execução;6.1;criativo, porém pouco claro;2023-03-11
3798;sentimento de dono;execução;10.0;reativo, falta proatividade;2023-04-08
3800;fazer mais com menos;execução;6.3;criativo, porém pouco claro;2023-04-23
3801;capacidade de aprender;comportamental;6.4;aprende rápido, mas esquece feedbacks;2023-04-16
3802;entregar com qualidade;comportamental;7.7;organizado, mas às vezes desatento;2023-04-25
3803;sentimento de dono;execução;8.6;entrega consistente, mas falta comunicação;2023-04-12
3804;fazer mais com menos;comportamental;7.3;reativo, falta proatividade;2023-04-15
3805;atender aos prazos;comportamental;8.0;criativo, porém pouco claro;2023-04-09
3806;fazer mais com menos;comportamental;9.0;trabalho em equipe precisa melhorar;2023-05-08
3807;sentimento de dono;execução;7.0;aprende rápido, mas esquece feedbacks;2023-03-18
3809;resiliencia nas adversidades;execução;8.6;reativo, falta proatividade;2023-05-08
3812;"ser ""team player""";execução;6.8;aprende rápido, mas esquece feedbacks;2023-04-12
3813;resiliencia nas adversidades;execução;6.3;reativo, falta proatividade;2023-03-23
3814;entregar com qualidade;execução;6.0;trabalho em equipe precisa melhorar;2023-04-26
3815;sentimento de dono;comportamental;7.7;cumpre prazos, mas sem iniciativa;2023-05-06
3816;fazer mais com menos;execução;6.1;responsável, porém inseguro;2023-03-13
3817;"ser ""team player""";comportamental;8.0;aprende rápido, mas esquece feedbacks;2023-03-28
3818;fazer mais com menos;comportamental;10.0;criativo, porém pouco claro;2023-04-18
3819;"ser ""team player""";execução;8.0;aprende rápido, mas esquece feedbacks;2023-04-08
3820;organização no trabalho;execução;7.0;organizado, mas às vezes desatento;2023-04-17
3821;"ser ""team player""";execução;7.9;criativo, porém pouco claro;2023-03-17
3822;entregar com qualidade;execução;8.0;organizado, mas às vezes desatento;2023-04-18
3823;resiliencia nas adversidades;execução;6.2;organizado, mas às vezes desatento;2023-04-28
3824;"ser ""team player""";execução;9.3;reativo, falta proatividade;2023-03-23
3826;resiliencia nas adversidades;comportamental;9.9;cumpre prazos, mas sem iniciativa;2023-04-24
3827;organização no trabalho;comportamental;7.0;reativo, falta proatividade;2023-03-21
3828;resiliencia nas adversidades;execução;8.0;inovador, mas confuso;2023-04-16
3829;entregar com qualidade;comportamental;6.5;inovador, mas confuso;2023-04-07
3832;"ser ""team player""";comportamental;7.1;aprende rápido, mas esquece feedbacks;2023-04-20
3833;organização no trabalho;execução;9.9;entrega consistente, mas falta comunicação;2023-04-28
3834;"ser ""team player""";execução;9.0;reativo, falta proatividade;2023-04-17
3835;resiliencia nas adversidades;comportamental;8.9;trabalho em equipe precisa melhorar;2023-04-26
3836;organização no trabalho;execução;6.9;cumpre prazos, mas sem iniciativa;2023-03-21
3837;pensar fora da caixa;execução;6.6;cumpre prazos, mas sem iniciativa;2023-04-25
3838;fazer mais com menos;execução;6.0;inovador, mas confuso;2023-04-14
3839;atender aos prazos;comportamental;9.3;responsável, porém inseguro;2023-03-19
3840;entregar com qualidade;execução;6.0;organizado, mas às vezes desatento;2023-05-05
3842;organização no trabalho;execução;9.0;trabalho em equipe precisa melhorar;2023-04-07
3843;organização no trabalho;execução;7.0;aprende rápido, mas esquece feedbacks;2023-03-14
3844;atender aos prazos;comportamental;6.4;boa execução com erros pontuais;2023-04-12
3847;resiliencia nas adversidades;execução;7.0;organizado, mas às vezes desatento;2023-03-25
3848;entregar com qualidade;execução;7.4;inovador, mas confuso;2023-03-24
3850;sentimento de dono;execução;9.0;reativo, falta proatividade;2023-03-12
3851;pensar fora da caixa;comportamental;6.3;cumpre prazos, mas sem iniciativa;2023-03-17
3852;resiliencia nas adversidades;comportamental;6.7;entrega consistente, mas falta comunicação;2023-05-05
3853;atender aos prazos;comportamental;10.0;organizado, mas às vezes desatento;2023-03-25
3854;atender aos prazos;execução;6.3;cumpre prazos, mas sem iniciativa;2023-04-21
3855;sentimento de dono;execução;9.8;trabalho em equipe precisa melhorar;2023-04-08
3857;organização no trabalho;comportamental;7.4;reativo, falta proatividade;2023-04-23
3858;"ser ""team player""";comportamental;6.0;aprende rápido, mas esquece feedbacks;2023-04-15
3859;entregar com qualidade;execução;8.3;criativo, porém pouco claro;2023-04-19
3860;organização no trabalho;execução;9.0;reativo, falta proatividade;2023-04-10
3861;pensar fora da caixa;execução;8.8;reativo, falta proatividade;2023-04-04
3862;organização no trabalho;execução;6.8;boa execução com erros pontuais;2023-04-18
3863;fazer mais com menos;execução;8.0;organizado, mas às vezes desatento;2023-04-11
3864;resiliencia nas adversidades;execução;9.9;criativo, porém pouco claro;2023-03-31
3865;organização no trabalho;execução;10.0;organizado, mas às vezes desatento;2023-03-29
3866;fazer mais com menos;comportamental;6.1;organizado, mas às vezes desatento;2023-03-22
3867;pensar fora da caixa;comportamental;6.4;trabalho em equipe precisa melhorar;2023-04-16
3868;"ser ""team player""";execução;9.0;entrega consistente, mas falta comunicação;2023-03-14
3869;resiliencia nas adversidades;execução;9.2;reativo, falta proatividade;2023-03-10
3872;fazer mais com menos;comportamental;7.4;organizado, mas às vezes desatento;2023-05-04
3873;pensar fora da caixa;execução;7.6;cumpre prazos, mas sem iniciativa;2023-04-26
3874;fazer mais com menos;comportamental;8.3;aprende rápido, mas esquece feedbacks;2023-03-18
3875;sentimento de dono;execução;8.7;cumpre prazos, mas sem iniciativa;2023-03-22
3876;entregar com qualidade;comportamental;6.0;aprende rápido, mas esquece feedbacks;2023-03-12
3877;pensar fora da caixa;comportamental;7.9;aprende rápido, mas esquece feedbacks;2023-04-11
3878;entregar com qualidade;execução;8.0;criativo, porém pouco claro;2023-04-16
3879;organização no trabalho;execução;6.4;entrega consistente, mas falta comunicação;2023-04-03
3880;capacidade de aprender;comportamental;8.5;cumpre prazos, mas sem iniciativa;2023-04-19
3882;organização no trabalho;comportamental;9.1;reativo, falta proatividade;2023-04-05
3883;fazer mais com menos;comportamental;9.7;cumpre prazos, mas sem iniciativa;2023-04-22
3884;"ser ""team player""";execução;9.0;inovador, mas confuso;2023-03-24
3885;organização no trabalho;comportamental;9.0;entrega consistente, mas falta comunicação;2023-04-20
3886;"ser ""team player""";execução;9.3;responsável, porém inseguro;2023-04-18
3888;fazer mais com menos;comportamental;9.0;inovador, mas confuso;2023-04-22
3889;fazer mais com menos;comportamental;6.9;boa execução com erros pontuais;2023-03-30
3892;entregar com qualidade;comportamental;6.4;inovador, mas confuso;2023-04-16
3893;capacidade de aprender;execução;10.0;trabalho em equipe precisa melhorar;2023-04-07
3895;entregar com qualidade;comportamental;10.0;organizado, mas às vezes desatento;2023-03-28
3896;fazer mais com menos;execução;7.2;criativo, porém pouco claro;2023-05-02
3897;pensar fora da caixa;execução;7.0;inovador, mas confuso;2023-04-28
3898;fazer mais com menos;comportamental;7.3;boa execução com erros pontuais;2023-04-08
3899;capacidade de aprender;comportamental;6.7;reativo, falta proatividade;2023-04-16
3901;capacidade de aprender;comportamental;10.0;inovador, mas confuso;2023-04-29
3902;capacidade de aprender;execução;7.4;trabalho em equipe precisa melhorar;2023-05-01
3905;"ser ""team player""";execução;9.0;boa execução com erros pontuais;2023-04-25
3906;sentimento de dono;comportamental;8.9;aprende rápido, mas esquece feedbacks;2023-04-18
3908;entregar com qualidade;comportamental;7.9;reativo, falta proatividade;2023-03-24
3909;fazer mais com menos;execução;10.0;aprende rápido, mas esquece feedbacks;2023-04-05
3911;"ser ""team player""";execução;8.0;organizado, mas às vezes desatento;2023-03-27
3912;entregar com qualidade;comportamental;7.0;organizado, mas às vezes desatento;2023-04-19
3913;resiliencia nas adversidades;comportamental;9.0;responsável, porém inseguro;2023-04-15
3914;fazer mais com menos;execução;6.4;aprende rápido, mas esquece feedbacks;2023-04-22
3915;capacidade de aprender;comportamental;8.6;organizado, mas às vezes desatento;2023-04-05
3916;organização no trabalho;execução;9.7;inovador, mas confuso;2023-03-23
3917;resiliencia nas adversidades;execução;7.5;responsável, porém inseguro;2023-03-10
3918;atender aos prazos;comportamental;7.3;criativo, porém pouco claro;2023-03-10
3919;pensar fora da caixa;comportamental;9.4;reativo, falta proatividade;2023-03-22
3921;"ser ""team player""";execução;10.0;inovador, mas confuso;2023-03-27
3922;pensar fora da caixa;comportamental;8.0;entrega consistente, mas falta comunicação;2023-05-09
3923;entregar com qualidade;comportamental;7.8;trabalho em equipe precisa melhorar;2023-04-18
3925;resiliencia nas adversidades;comportamental;9.0;reativo, falta proatividade;2023-05-07
3926;"ser ""team player""";execução;9.1;criativo, porém pouco claro;2023-03-29
3927;pensar fora da caixa;comportamental;10.0;criativo, porém pouco claro;2023-04-16
3928;pensar fora da caixa;comportamental;8.2;aprende rápido, mas esquece feedbacks;2023-03-24
3929;pensar fora da caixa;comportamental;6.6;entrega consistente, mas falta comunicação;2023-04-16
3930;resiliencia nas adversidades;comportamental;9.9;organizado, mas às vezes desatento;2023-05-07
3931;fazer mais com menos;comportamental;8.0;responsável, porém inseguro;2023-04-05
3932;organização no trabalho;execução;8.0;entrega consistente, mas falta comunicação;2023-05-04
3933;atender aos prazos;comportamental;6.4;criativo, porém pouco claro;2023-04-04
